index	tipo	votato	TOT	votante	voti
12	Tele	Greece	57	Bulgaria	6
12	Tele	Greece	57	Cyprus	10
12	Tele	Greece	57	Georgia	1
12	Tele	Greece	57	Norway	7
12	Tele	Greece	57	San Marino	7
12	Tele	Greece	57	Slovenia	8
13	Tele	Romania	53	Bulgaria	4
13	Tele	Romania	53	Cyprus	4
13	Tele	Romania	53	France	1
13	Tele	Romania	53	Greece	2
13	Tele	Romania	53	Ireland	2
13	Tele	Romania	53	Italy	8
13	Tele	Romania	53	Malta	3
13	Tele	Romania	53	Moldova	10
13	Tele	Romania	53	San Marino	1
13	Tele	Romania	53	Serbia	5
13	Tele	Romania	53	Spain	10
13	Tele	Romania	53	United Kingdom	3
14	Tele	Netherlands	42	Albania	6
14	Tele	Netherlands	42	Belgium	10
14	Tele	Netherlands	42	Estonia	3
14	Tele	Netherlands	42	Germany	4
14	Tele	Netherlands	42	Iceland	5
14	Tele	Netherlands	42	Israel	2
14	Tele	Netherlands	42	Italy	2
14	Tele	Netherlands	42	Lithuania	1
14	Tele	Netherlands	42	Portugal	4
14	Tele	Netherlands	42	Slovenia	1
14	Tele	Netherlands	42	Sweden	1
14	Tele	Netherlands	42	Ukraine	3
15	Tele	Portugal	36	Armenia	4
15	Tele	Portugal	36	Belgium	1
15	Tele	Portugal	36	France	6
15	Tele	Portugal	36	Italy	1
15	Tele	Portugal	36	Lithuania	7
15	Tele	Portugal	36	Montenegro	5
15	Tele	Portugal	36	Poland	1
15	Tele	Portugal	36	Spain	4
15	Tele	Portugal	36	Switzerland	7
16	Tele	Finland	26	Albania	2
16	Tele	Finland	26	Czech Republic	1
16	Tele	Finland	26	Estonia	8
16	Tele	Finland	26	Georgia	2
16	Tele	Finland	26	Llatvia	1
16	Tele	Finland	26	Malta	1
16	Tele	Finland	26	Sweden	7
16	Tele	Finland	26	Ukraine	4
17	Tele	Armenia	21	Bulgaria	5
17	Tele	Armenia	21	Cyprus	1
17	Tele	Armenia	21	France	5
17	Tele	Armenia	21	Georgia	10
18	Tele	Iceland	10	denmark	2
18	Tele	Iceland	10	Ukraine	8
19	Tele	France	8	Croatia	1
19	Tele	France	8	Finland	1
19	Tele	France	8	Greece	1
19	Tele	France	8	Moldova	2
19	Tele	France	8	Romania	1
19	Tele	France	8	Serbia	2
20	Tele	Germany	6	Austria	2
20	Tele	Germany	6	Estonia	2
20	Tele	Germany	6	Switzerland	2
21	Tele	Belgium	5	Moldova	1
21	Tele	Belgium	5	Netherlands	4
21	Tele	Czech Republic	5	North Macedonia	5
23	Tele	Azerbaijan	3	Georgia	3
24	Tele	Australia	2	Azerbaijan	2
